ds,y,AVG_SUB,AVG_ITEM_PRICE,AVG_ITEM_CT,day_of_week,is_weekend,month,quarter,day_of_month,week_of_year,time_index,year,is_holiday,is_holiday_adjacent,is_new_years,is_july4,is_christmas,is_thanksgiving_period,is_super_bowl_period,lag_364,lag_364_avg
2024-01-01,175316,21.4262947,7.88128944,2.718628,0,0,1,1,1,1,0,2024,1,1,1,0,0,0,0,0.0,0.0
2024-01-02,151934,21.8369514,4.54018967,4.8097,1,0,1,1,2,1,1,2024,0,1,1,0,0,0,0,0.0,0.0
2024-01-03,148870,22.8671147,4.5738961,4.999483,2,0,1,1,3,1,2,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-04,152716,22.6287981,4.57868329,4.942206,3,0,1,1,4,1,3,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-05,157270,22.9513093,4.65001098,4.935754,4,0,1,1,5,1,4,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-06,176762,23.4287848,4.61400523,5.077754,5,1,1,1,6,1,5,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-07,178098,23.2164763,4.56026221,5.09104,6,1,1,1,7,1,6,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-08,143471,23.0819877,4.59682106,5.021294,0,0,1,1,8,2,7,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-09,143855,23.2842815,4.6575362,4.99927,1,0,1,1,9,2,8,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-10,135685,23.4589032,4.68960321,5.002322,2,0,1,1,10,2,9,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-11,141383,23.3549955,4.68390624,4.986222,3,0,1,1,11,2,10,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-12,155434,23.8944324,4.6147398,5.17785,4,0,1,1,12,2,11,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-13,177781,24.0240465,4.65142663,5.164877,5,1,1,1,13,2,12,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-14,185062,23.819083,4.56750912,5.214896,6,1,1,1,14,2,13,2024,0,1,0,0,0,0,0,0.0,0.0
2024-01-15,171416,23.2537428,4.51020332,5.155808,0,0,1,1,15,3,14,2024,1,1,0,0,0,0,0,0.0,0.0
2024-01-16,152575,23.3055343,4.51506812,5.161724,1,0,1,1,16,3,15,2024,0,1,0,0,0,0,0,0.0,0.0
2024-01-17,148159,23.1987459,4.54049865,5.109295,2,0,1,1,17,3,16,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-18,149345,23.7074069,4.63228786,5.117861,3,0,1,1,18,3,17,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-19,160203,24.1039051,4.64959664,5.184085,4,0,1,1,19,3,18,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-20,183756,23.9291565,4.69323645,5.098647,5,1,1,1,20,3,19,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-21,190307,23.5522848,4.57084827,5.152716,6,1,1,1,21,3,20,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-22,150466,22.9692486,4.55991387,5.037211,0,0,1,1,22,4,21,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-23,140764,23.2193366,4.69398712,4.946613,1,0,1,1,23,4,22,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-24,138463,23.4666441,4.75327383,4.936943,2,0,1,1,24,4,23,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-25,144299,22.8216352,4.67742226,4.879105,3,0,1,1,25,4,24,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-26,153182,22.9758069,4.69330339,4.895445,4,0,1,1,26,4,25,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-27,175535,23.5031211,4.76938202,4.927918,5,1,1,1,27,4,26,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-28,185407,23.3044193,4.62655284,5.037102,6,1,1,1,28,4,27,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-29,143236,22.4482928,4.62423784,4.854485,0,0,1,1,29,5,28,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-30,137422,22.5005498,4.57412977,4.919089,1,0,1,1,30,5,29,2024,0,0,0,0,0,0,0,0.0,0.0
2024-01-31,140518,22.3237143,4.69582821,4.753946,2,0,1,1,31,5,30,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-01,151450,22.8028456,4.67159546,4.881169,3,0,2,1,1,5,31,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-02,159967,23.1114634,4.69335893,4.924291,4,0,2,1,2,5,32,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-03,180861,23.2837015,4.67816777,4.977098,5,1,2,1,3,5,33,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-04,184982,23.4393265,4.59109059,5.105394,6,1,2,1,4,5,34,2024,0,0,0,0,0,0,1,0.0,0.0
2024-02-05,146504,22.8279763,4.55320095,5.013611,0,0,2,1,5,6,35,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-06,136912,22.945263,4.61442466,4.972508,1,0,2,1,6,6,36,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-07,136626,22.9596078,4.66011133,4.926837,2,0,2,1,7,6,37,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-08,142987,23.2089936,4.68633276,4.952485,3,0,2,1,8,6,38,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-09,150090,23.4630391,4.79593989,4.892271,4,0,2,1,9,6,39,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-10,174675,23.8849669,4.76902657,5.008353,5,1,2,1,10,6,40,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-11,188548,24.2073385,4.66634489,5.187645,6,1,2,1,11,6,41,2024,0,0,0,0,0,0,1,0.0,0.0
2024-02-12,145087,22.6571389,4.72386351,4.796315,0,0,2,1,12,7,42,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-13,151165,23.6896434,4.85168073,4.88277,1,0,2,1,13,7,43,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-14,257487,27.6188003,7.12922668,3.874025,2,0,2,1,14,7,44,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-15,169252,23.6338379,5.20237424,4.542895,3,0,2,1,15,7,45,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-16,162895,23.5739118,4.82713448,4.883624,4,0,2,1,16,7,46,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-17,189534,23.7742334,4.7897309,4.963584,5,1,2,1,17,7,47,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-18,194018,23.3469446,4.66357202,5.006237,6,1,2,1,18,7,48,2024,0,1,0,0,0,0,0,0.0,0.0
2024-02-19,168221,22.8370929,4.59994781,4.964642,0,0,2,1,19,8,49,2024,1,1,0,0,0,0,0,0.0,0.0
2024-02-20,145021,22.9194073,4.67849598,4.898884,1,0,2,1,20,8,50,2024,0,1,0,0,0,0,0,0.0,0.0
2024-02-21,145356,23.0235693,4.69953482,4.899117,2,0,2,1,21,8,51,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-22,159910,23.4713206,4.78422221,4.905985,3,0,2,1,22,8,52,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-23,170073,23.3700824,4.83801746,4.830508,4,0,2,1,23,8,53,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-24,192608,23.5230158,4.80307457,4.897491,5,1,2,1,24,8,54,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-25,196023,23.4398887,4.69451576,4.993037,6,1,2,1,25,8,55,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-26,156970,23.0225409,4.65428595,4.946525,0,0,2,1,26,9,56,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-27,149430,23.2771426,4.6921607,4.960858,1,0,2,1,27,9,57,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-28,156140,23.1925799,4.71005671,4.924055,2,0,2,1,28,9,58,2024,0,0,0,0,0,0,0,0.0,0.0
2024-02-29,161492,23.112633,4.74919373,4.866644,3,0,2,1,29,9,59,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-01,175835,23.528513,4.77003919,4.932562,4,0,3,1,1,9,60,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-02,202090,23.682143,4.79861181,4.935207,5,1,3,1,2,9,61,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-03,199201,23.6540519,4.6491106,5.087866,6,1,3,1,3,9,62,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-04,160654,23.0556677,4.64572475,4.962771,0,0,3,1,4,10,63,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-05,158384,23.1293679,4.66991796,4.952842,1,0,3,1,5,10,64,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-06,155596,23.1699254,4.7044079,4.925152,2,0,3,1,6,10,65,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-07,160374,23.2033495,4.75346746,4.881352,3,0,3,1,7,10,66,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-08,164706,23.6120544,4.90992936,4.809042,4,0,3,1,8,10,67,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-09,188031,24.1323379,4.82890218,4.997479,5,1,3,1,9,10,68,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-10,195178,24.0318423,4.68468727,5.129871,6,1,3,1,10,10,69,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-11,156000,23.5825573,4.65885514,5.061878,0,0,3,1,11,11,70,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-12,147731,23.3185939,4.73465641,4.925087,1,0,3,1,12,11,71,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-13,148856,23.4369307,4.74000332,4.944497,2,0,3,1,13,11,72,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-14,158180,23.6275814,4.79331604,4.929277,3,0,3,1,14,11,73,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-15,168043,23.8148277,4.8282451,4.932398,4,0,3,1,15,11,74,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-16,181027,24.0285571,4.87696373,4.92695,5,1,3,1,16,11,75,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-17,186327,24.256914,4.70693641,5.15344,6,1,3,1,17,11,76,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-18,153079,23.6644825,4.68782474,5.048073,0,0,3,1,18,12,77,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-19,147752,23.5109952,4.67623402,5.027763,1,0,3,1,19,12,78,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-20,149615,23.4649448,4.70286525,4.9895,2,0,3,1,20,12,79,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-21,158746,23.5924067,4.76123305,4.955104,3,0,3,1,21,12,80,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-22,169213,23.7573893,4.83817518,4.910403,4,0,3,1,22,12,81,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-23,193421,24.3569861,4.81358079,5.060056,5,1,3,1,23,12,82,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-24,191911,24.2072081,4.62690904,5.231831,6,1,3,1,24,12,83,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-25,157260,23.4082121,4.6165944,5.07045,0,0,3,1,25,13,84,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-26,153658,23.3243389,4.63915075,5.027717,1,0,3,1,26,13,85,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-27,155789,23.389958,4.68601072,4.991444,2,0,3,1,27,13,86,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-28,163875,23.5053496,4.74663765,4.952,3,0,3,1,28,13,87,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-29,177500,23.9844875,4.77849424,5.019256,4,0,3,1,29,13,88,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-30,188641,24.555118,4.73397237,5.187001,5,1,3,1,30,13,89,2024,0,0,0,0,0,0,0,0.0,0.0
2024-03-31,179815,23.550549,4.63057256,5.085883,6,1,3,1,31,13,90,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-01,158677,23.5762337,4.68199299,5.035512,0,0,4,2,1,14,91,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-02,155765,23.6733868,4.64590806,5.095535,1,0,4,2,2,14,92,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-03,157499,23.7180513,4.69095802,5.056121,2,0,4,2,3,14,93,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-04,157613,23.7012689,4.73129028,5.009473,3,0,4,2,4,14,94,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-05,164519,23.8957512,4.80344791,4.974708,4,0,4,2,5,14,95,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-06,182540,24.0375638,4.82537729,4.981489,5,1,4,2,6,14,96,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-07,185402,24.1354107,4.66374225,5.175117,6,1,4,2,7,14,97,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-08,152260,23.1813229,4.64136747,4.994503,0,0,4,2,8,15,98,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-09,141302,23.4386109,4.71842995,4.96746,1,0,4,2,9,15,99,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-10,144643,23.3542252,4.7556185,4.91087,2,0,4,2,10,15,100,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-11,152338,23.4937312,4.81312017,4.881185,3,0,4,2,11,15,101,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-12,159981,23.863019,4.92265175,4.847594,4,0,4,2,12,15,102,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-13,180055,24.2256668,4.92786891,4.916053,5,1,4,2,13,15,103,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-14,183130,24.4026042,4.75429183,5.132753,6,1,4,2,14,15,104,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-15,147702,23.6774745,4.69621511,5.041821,0,0,4,2,15,16,105,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-16,140612,23.6323494,4.72777445,4.99862,1,0,4,2,16,16,106,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-17,143598,23.383546,4.74867445,4.924226,2,0,4,2,17,16,107,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-18,150189,23.5629844,4.82884489,4.879632,3,0,4,2,18,16,108,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-19,158828,23.8952642,4.90736333,4.869267,4,0,4,2,19,16,109,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-20,182045,24.138209,4.9094859,4.916647,5,1,4,2,20,16,110,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-21,189028,24.1907971,4.66969964,5.180375,6,1,4,2,21,16,111,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-22,149245,23.5364416,4.67958301,5.029602,0,0,4,2,22,17,112,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-23,142469,23.3333808,4.69835491,4.966287,1,0,4,2,23,17,113,2024,0,0,0,0,0,0,0,0.0,0.0
2024-04-24,144671,23.4725944,4.7725913,4.918208,2,0,4,2,24,17,114,2024,0,0,0,0,0,0,0,0.0,0.0
